symbol,current_price,forward_return_30d,enhanced_rsi_14,enhanced_price_change_20d,enhanced_macd_histogram,enhanced_volume_ratio,volatility,pe_ratio,pb_ratio,roe,debt_to_equity,net_margin,revenue_growth,real_rsi,old_score,improved_score,quintile
ADANIENSOL,996.4500122070312,18.964904638395108,66.82885654563158,7.532508061725303,1.7142603238775607,1.1880298600898065,1.952293557421768,52.89013,5.1247697,10.536,1.8665399999999999,8.802999999999999,6.7,66.82885654563158,50,58.275000000000006,Q2
ADANIENT,2482.800048828125,3.363865479938593,39.964005102573374,-3.524381238464154,-11.704666755673571,0.7601666941456133,1.6325874705705377,45.69851,6.0088143,14.343001,1.6259700000000001,6.758,-13.8,39.964005102573374,50,36.96000000000001,Q1 (Worst)
ADANIGREEN,1118.300048828125,14.240476140298677,62.2173563281331,5.559752978733333,8.062017060496991,3.2688798950441282,2.644501771607736,94.26644,9.769995,8.9779995,2.96223,16.326999999999998,-1.5,62.2173563281331,50,51.45,Q1 (Worst)
ADANIPORTS,1446.4000244140625,2.378254135382262,52.31930271129059,3.2774026714789364,-1.9282503319700055,0.7982655174437933,1.2098535979184457,27.682297,5.01764,10.0,0.79193,34.596002,31.2,52.31930271129059,50,64.26,Q3
ADANIPOWER,157.63999938964844,24.843591970036364,54.504637804174564,3.7173456755605487,-1.5768826583031554,0.8103870466709227,3.8801796161779394,25.800327,5.2010956,19.976999,0.8125100000000001,21.688999,0.8999999999999999,54.504637804174564,50,63.21000000000001,Q2
ATGL,627.8499755859375,3.4434406390253525,52.32773827492771,-0.8840534396048735,0.704766970302331,1.016416104639726,3.377614966755269,110.53697,15.278758,14.863000000000001,0.44512999999999997,11.4479996,19.1,52.32773827492771,50,61.11000000000001,Q2
ABCAPITAL,334.45001220703125,14.970786945442144,79.79798810123201,9.998363964665652,2.5290136169269557,2.1984719204150105,1.6817737743809076,27.015348,2.7181776,10.341000000000001,4.59779,11.038,-3.1,79.79798810123201,50,71.61,Q4
ABFRL,85.18000030517578,-5.22919124595707,58.36372433529083,-1.2291252143445006,0.10164055810138262,0.41984426051203494,2.4075643991409237,20.0,1.4062836,10.0,0.7363200000000001,-5.6760002,-46.6,58.36372433529083,50,80.01,Q5 (Best)
ABREL,1876.0,-1.4447071184659837,79.31813145561645,19.589472709459884,34.646120341545355,2.587308208992325,2.16624332314845,20.0,5.463574,-7.0300005,1.44576,-24.98,-91.3,79.31813145561645,50,65.10000000000001,Q3
ABSLAMC,767.4500122070312,-6.334285094936544,20.033112582781456,-6.385700947236156,-9.486872950149138,0.920619688843007,1.5968718461957538,22.88846,6.2155795,28.410998,0.01929,47.306,-2.6,20.033112582781456,50,59.325,Q2
AEGISLOG,769.75,-1.9114367633004141,35.88258093555163,-7.370637785800241,-7.620052434353707,0.5119088997666493,2.810557961175237,40.727512,5.8344445,10.0,0.8050400000000001,9.6370004,7.3999999999999995,35.88258093555163,50,34.33500000000001,Q1 (Worst)
AFCONS,451.5,-0.7692307692307693,39.98330959178807,0.6128133704735376,-0.6347938308892362,0.44375755664822386,1.3128433634417052,31.202488,3.156614,10.0,0.44531999999999994,4.1729997999999995,6.800000000000001,39.98330959178807,50,60.900000000000006,Q2
AFFLE,1904.9000244140625,-9.497340354270682,40.759494006190494,-1.7434325893174778,3.299451556543886,0.5482794126723285,1.708650703414907,66.674835,8.204587,14.091000000000001,0.0118,17.066,23.200000000000003,40.759494006190494,50,63.21000000000001,Q2
AJANTPHARM,2539.89990234375,-0.33354262775565935,67.58798860062112,4.466740070521926,15.602865412289077,0.9011434717917388,1.344285560882424,34.115513,8.42181,10.0,0.01343,19.351,13.8,67.58798860062112,50,75.60000000000001,Q4
AKUMS,468.3999938964844,-1.3790963558690708,54.7286846646167,6.140948754394552,1.244283815253124,0.37547630597730314,1.4349828799751083,21.004484,2.353556,10.0,0.02879,8.276,0.5,54.7286846646167,50,82.425,Q5 (Best)
APLLTD,923.25,-3.5619132454739884,41.83631053758284,1.8646245787271043,-0.8676025412023876,0.8427390537358197,1.3218107528904208,30.083088,3.4960337,10.0,0.24231999999999998,8.842,9.5,41.83631053758284,50,64.05,Q3
ALIVUS,918.0999755859375,-3.0363838772038503,41.67214469054924,-1.628630923158549,-0.7062417363772298,0.3304072127143063,1.9585490155328462,22.759047,3.9957347,10.0,0.02009,20.652,2.1999999999999997,41.67214469054924,50,68.25,Q3
ALKEM,5616.5,2.500228123003924,60.56218057921635,2.2297051328722244,-1.9179852153127719,0.7395119916230767,1.2867757230115673,29.393448,5.603204,10.0,0.11105999999999999,17.172001,11.200000000000001,60.56218057921635,50,71.82000000000001,Q4
ALKYLAMINE,1892.800048828125,-8.793909107410931,56.34597596235137,0.2170857077486568,6.642367998182387,0.6856901871799029,1.3329869525570355,51.91443,6.901405,10.0,0.00394,11.833,1.5,56.34597596235137,50,64.05,Q3
ALOKINDS,17.3700008392334,-7.9978728212607155,50.168354276738086,-1.8089298200310415,0.031192775029665,0.4226645818367628,1.5728185695435053,20.0,-0.4067154,10.0,0.5,-18.464,6.3,50.168354276738086,50,77.91000000000001,Q4
ARE&M,1005.0,-2.5170912654273696,55.457879519839324,-0.07953746298249284,1.2921541372048757,0.5628368433243839,1.121324447910924,21.373882,2.4893367,10.0,0.0353,6.626,4.2,55.457879519839324,50,80.85000000000001,Q5 (Best)
AMBER,7974.0,-3.4741556712262436,34.2128801431127,-2.45274940363325,-49.33753700866227,0.7382571295583615,2.1589438896162343,98.238266,11.799349,10.0,0.89114,2.496,43.6,34.2128801431127,50,41.79,Q1 (Worst)
AMBUJACEM,574.5,-1.1187607573149743,55.19088912617961,0.12199585603404015,1.2158589809461646,0.9990415665002115,1.0964360496014993,32.76954,2.6475644,10.0,0.01236,11.681999999999999,23.799999999999997,55.19088912617961,50,77.7,Q4
ANANDRATHI,3094.0,1.1219302514542484,59.65013873601666,6.091506073775356,-8.317633858772254,0.5931117272498367,1.8608170026920194,74.77042,31.604,49.627998,0.09912000000000001,31.887999999999998,23.1,59.65013873601666,50,67.72500000000001,Q3
ANANTRAJ,649.25,10.88812980358668,39.209271253547534,-7.907801418439717,-3.6701410899046842,0.48927211845147417,2.700361266531985,48.199703,5.35623,10.0,0.1151,21.128,25.6,39.209271253547534,50,39.375,Q1 (Worst)
ANGELONE,2550.10009765625,12.557379402230499,77.19477248356493,12.577262609289091,7.482818236925041,0.6503491101018678,2.022654540149708,30.452593,3.9729974,14.078,0.76349,17.891000000000002,-23.0,77.19477248356493,50,75.495,Q4
APARINDS,8533.0,-4.5845913004584595,50.456968773800455,0.6903062127559147,3.931033695109207,3.5574436501994335,2.017686145915158,36.44712,7.0636306,20.971,0.14499,4.5289997,23.1,50.456968773800455,50,77.175,Q4
APOLLOHOSP,7814.5,-0.4585695178651042,58.04823331463825,1.9903419472722526,-13.257389191034399,0.7543610509533499,1.3833424172896946,71.64665,13.6819725,10.0,0.90886,6.978,14.899999999999999,58.04823331463825,50,54.81,Q1 (Worst)
APOLLOTYRE,507.70001220703125,4.777633886548294,64.79152924334602,6.951758826921556,0.16539434987324242,1.0461538914609665,1.616602370919123,38.78533,2.1837122,10.0,0.29869,3.1579999999999995,3.5999999999999996,64.79152924334602,50,78.22500000000001,Q4
APTUS,299.1499938964844,-9.21092749727333,41.92021611128443,-7.426891676714063,0.17386440895616406,0.9726080678382203,1.843209726177621,18.720276,3.205396,19.451,1.57024,61.123000000000005,24.3,41.92021611128443,50,68.565,Q3
ASAHIINDIA,927.7000122070312,1.1944382009305972,59.5644889341274,5.588440471825529,-0.9806742351077347,0.37550249939872044,2.028325176770257,64.423615,8.452694,10.0,1.0202200000000001,7.4499995,8.5,59.5644889341274,50,46.725,Q1 (Worst)
ASHOKLEY,140.35000610351562,1.1458717639264222,57.170843848798384,1.8652978276879801,0.2276278981498533,0.9198473981709141,1.8332006040739373,26.184702,6.738849,10.0,3.15502,6.476,9.2,57.170843848798384,50,54.6,Q1 (Worst)
ASIANPAINT,2509.89990234375,1.2587223861897583,76.0261358322351,6.586540270916464,11.307916544453718,0.6713312168327534,1.173677193639417,67.09168,12.409888,10.0,0.11417999999999999,10.629,-0.2,76.0261358322351,50,68.775,Q3
ASTERDM,680.1500244140625,10.791659450287916,39.86222648346526,1.1300329728700063,-5.346133230320039,0.4274356781372537,1.8924717390138803,106.77395,9.860391,10.0,0.55259,7.549,7.6,39.86222648346526,50,45.36000000000001,Q1 (Worst)
ASTRAZEN,9799.5,7.989420904733042,80.05208333333334,4.089436507515003,35.42453615253328,0.7981108643252656,1.3935898651766088,133.19968,31.802101,10.0,0.04638,9.884,35.8,80.05208333333334,50,68.25,Q3
ASTRAL,1478.699951171875,1.3363487289277707,69.15388494006278,6.8733721642098065,3.6287626680555594,0.5886175799702132,1.7310992168434778,82.24138,10.982294,10.0,0.06315,8.339,-1.6,69.15388494006278,50,65.625,Q3
ATUL,5894.0,-9.946524064171124,44.729942317776604,-2.6750330250990753,7.268728442572382,0.5888758922844525,1.2806566479053065,31.963125,2.932455,9.648,0.031400000000000004,9.193,11.4,44.729942317776604,50,70.98,Q4
AUROPHARMA,1156.699951171875,2.462567646080228,56.90490026819917,5.490191625341997,3.5401070351974315,1.2975524015991322,1.5123136566212634,19.837076,2.0568273,10.0,0.2531,10.5900005,4.0,56.90490026819917,50,87.15,Q5 (Best)
AIIL,2852.0,-10.813685769841923,24.49200777069629,-10.99737589200396,-37.84588677654198,0.3187487533628687,1.9256475412743845,11.844346,3.290525,10.0,0.07177,93.878,-14.6,24.49200777069629,50,58.275000000000006,Q2
DMART,4155.7998046875,-12.69878000971167,43.89667385376775,-3.3894432224927202,-1.9858140966533284,0.5668170856611967,1.3156980608916724,99.065544,11.810947,12.699,0.07031,4.2779997,15.5,43.89667385376775,50,53.970000000000006,Q1 (Worst)
AXISBANK,1235.0,9.002647837599294,63.60912600398851,1.830470834275265,-1.7460286407836954,0.7441843029576449,1.1465463875369788,14.797508,1.9198961,14.004,0.5,34.296,-6.0,63.60912600398851,50,85.47000000000001,Q5 (Best)
BASF,4461.39990234375,-3.981577218669486,43.581008712864055,-4.39515906260045,-5.642660871032945,0.7296825867091529,1.2494349896292276,48.88974,5.3181024,10.0,0.052309999999999995,2.6099999,-2.3,43.581008712864055,50,49.56,Q1 (Worst)
BEML,2184.199951171875,0.33763709883093784,49.25439969709988,0.18116964439284486,-5.252343975959995,0.8905366934724261,2.1097767663006692,59.450188,6.3004074,10.0,0.07919999999999999,7.4310005,10.0,49.25439969709988,50,49.35,Q1 (Worst)
BLS,319.1499938964844,-13.544629778328213,58.626846940444295,-3.65283203125,1.630926503240623,0.5732703342719409,3.0693754886836215,23.261662,7.597182,10.0,0.17786000000000002,23.433999999999997,44.2,58.626846940444295,50,65.31,Q3
BSE,2555.699951171875,16.258012755550528,59.707673394960295,15.230626434996331,2.618377135044696,1.0329779353497597,2.4859485701563573,66.09,18.68038,10.0,0.5,44.627,54.7,59.707673394960295,50,57.435,Q2
BAJAJ-AUTO,8905.0,-1.8732782369146006,37.85822021116138,1.2852593266606005,-24.661064154827905,0.6943870777056478,1.2627705902501702,32.72574,7.0670004,10.0,0.26300999999999997,14.264,11.200000000000001,37.85822021116138,50,58.800000000000004,Q2
BAJFINANCE,1044.5,4.81685900652283,52.66048925378238,3.5285929947928043,-6.533745084122778,0.8514313586594869,1.4957397250126454,37.237076,6.706174,20.079,2.94158,44.939,20.1,52.66048925378238,50,71.24249999999999,Q4
BAJAJFINSV,2085.5,0.7877464340212069,61.47338011618406,2.5723022862547693,-4.752566615887179,0.6314862960459466,1.1062312991295875,35.287647,4.597633,16.087,2.21494,7.023,12.9,61.47338011618406,50,77.763,Q4
BAJAJHLDNG,12104.0,-9.676460240139942,44.35920577617328,2.5588883240128792,-15.369846751693593,0.6630203003869996,1.6545813629342765,16.049433,2.1489062,10.0,0.00043,897.258,127.89999999999999,44.35920577617328,50,89.83800000000001,Q5 (Best)
BAJAJHFL,109.9000015258789,-4.268293898624489,55.193673500226666,-1.6730743252675084,0.15928184099089016,0.7673740621538648,1.0834965711339088,40.553505,4.588535,10.0,4.11533,65.107,20.3,55.193673500226666,50,55.650000000000006,Q1 (Worst)
BALKRISIND,2298.199951171875,-8.387153722944877,63.812173326589104,0.07402356507184846,6.169556217855295,0.9083551109690672,1.4890414364510325,30.54898,4.2562256,13.908000000000001,0.35269,13.181000000000001,-1.0999999999999999,63.812173326589104,50,81.06,Q5 (Best)
BALRAMCHIN,459.70001220703125,-10.953992792826876,40.15505761195569,-3.3431441741873527,1.7987226704170283,1.0870378809740955,1.8773113708592,22.261501,2.4453819,10.0,0.6921299999999999,7.5569999999999995,8.5,40.15505761195569,50,68.67000000000002,Q3
BANDHANBNK,157.52000427246094,-5.625785862815892,38.583342234293625,-4.411668978618527,-0.8671372170754845,2.741114342975798,2.0104704948726986,20.671917,1.0268914,5.056,0.5,15.004000000000001,-32.5,38.583342234293625,50,60.27000000000001,Q2
BANKBARODA,292.25,17.393052252481077,70.41419813055953,9.62115277916572,1.1325665971441747,1.9941044450026528,1.3264000480568026,7.8582954,0.9508518,13.079001000000002,0.5,29.929,0.2,70.41419813055953,50,85.47000000000001,Q5 (Best)
BANKINDIA,141.9499969482422,19.275686413106992,71.9140278070771,12.622973593421191,0.8892182459229128,1.9620848271106657,1.617278778200262,6.7020774,0.77358633,12.234,0.5,31.301000000000002,2.5,71.9140278070771,50,83.37,Q5 (Best)
MAHABANK,59.849998474121094,4.523227782935325,56.65688343848178,4.6511626355763385,0.004482976096447544,1.815020088596714,1.886550213775563,7.547289,1.4659775,22.427,0.5,49.128,20.200000000000003,56.65688343848178,50,86.83500000000001,Q5 (Best)
BATAINDIA,1070.5999755859375,-14.063257856426583,26.722086387204953,-12.267480722134447,-9.467579717360522,2.5083152947108722,2.100711969287695,80.61747,9.034294,11.3900006,0.9039100000000001,4.942,-4.3,26.722086387204953,50,35.595000000000006,Q1 (Worst)
BAYERCROP,4874.7998046875,-6.208757966570467,39.891975308641975,-2.451323810612567,-3.2180017492604946,0.9419678145291066,1.5230098575007782,36.963905,7.686074,10.0,0.03687,10.293,17.4,39.891975308641975,50,54.18000000000001,Q1 (Worst)
BERGEPAINT,540.8499755859375,1.0273653219055967,56.743250164630126,1.6253219053932164,0.618152696326749,0.37799745848210276,1.3730967704156902,55.13251,10.246475,10.0,0.10869,9.794,3.5999999999999996,56.743250164630126,50,63.0,Q2
BDL,1538.800048828125,-4.395631148404455,57.0200623176451,-1.3020285469623862,1.3072580312550115,0.5115334109358647,2.08752346942901,100.575165,14.072761,10.0,0.00053,16.485001,29.7,57.0200623176451,50,60.900000000000006,Q2
BEL,422.3999938964844,3.049524319621418,60.14040947844915,2.2141546029000305,-0.013092808443194492,1.5946822050498055,1.4028767022535233,54.153843,14.330302,29.009,0.0027300000000000002,22.645001,25.8,60.14040947844915,50,75.495,Q4
BHARATFORG,1344.0,5.943561868605345,76.46007537005028,8.861171762306377,7.644773032973774,0.700227434525145,1.709195575066818,62.25104,6.9439783,10.0,0.7274200000000001,6.848,-4.8,76.46007537005028,50,62.685,Q2
BHEL,265.8999938964844,13.39502224722153,80.85486222952433,8.393459925322686,3.1861605816914396,3.0984271730273583,1.8497479522822362,167.2327,3.7827916,2.299,0.44956,1.908,14.099999999999998,80.85486222952433,50,66.15,Q3
BPCL,367.3999938964844,12.80318702074427,71.63850123393341,6.926655229976503,2.3615327518411844,1.6790982591986143,1.3737733198045097,7.396819,1.6712307,24.822001,0.56386,4.804,2.1,71.63850123393341,50,90.51,Q5 (Best)
BHARTIARTL,2066.5,6.460255833871176,68.01160652402021,8.585992670393154,4.88053338573787,0.7691679230433972,1.0122956545424646,35.054276,10.513305,29.464000000000002,1.26505,19.215,28.499999999999996,68.01160652402021,50,78.22500000000001,Q4
BHARTIHEXA,1870.5,9.322033898305085,59.31146426662568,12.133566775154911,9.931808118183334,0.6406128603737459,1.9099289530225831,67.91939,14.790302,23.952,1.01608,15.437999999999999,18.4,59.31146426662568,50,66.675,Q3
BIKAJI,726.7000122070312,-6.473614902569981,47.32977825294745,-0.21283732138259523,1.022032752706762,0.31811635077437594,1.5880360992062064,89.60543,13.152942,10.0,0.15598,7.4910000000000005,14.099999999999998,47.32977825294745,50,58.800000000000004,Q2
BIOCON,378.8999938964844,2.8501629136699616,76.43366862533198,8.957582716458482,2.425048360215905,1.1766270115531898,1.6735340520194184,118.40625,2.097333,10.0,0.66259,2.4410000000000003,14.799999999999999,76.43366862533198,50,70.03500000000001,Q4
BSOFT,370.0,-4.700579523502898,63.16759299710673,3.380834397838888,2.6287062450460503,0.5696793038457298,1.7758658385266308,21.841793,2.9556258,10.0,0.043410000000000004,8.870000000000001,-3.2,63.16759299710673,50,82.95,Q5 (Best)
BLUEDART,6381.5,8.880737075584372,74.23505862167572,12.49889819303658,121.11831799034769,9.875325495012733,2.671319161346644,56.785015,9.28121,17.432,0.6624,4.496,7.000000000000001,74.23505862167572,50,68.46000000000001,Q3
BLUESTARCO,1947.0,-0.7139214686384497,56.3375312079219,2.8634800176295117,-2.4268724386005047,0.37890461932500896,1.6374430421734545,73.88994,13.061329,10.0,0.1242,4.496,4.1000000000000005,56.3375312079219,50,57.12,Q2
BBTC,1981.9000244140625,1.3915216617200306,61.54424291164454,3.488071102276897,-2.9215703048029837,0.3544283627452347,1.7712027362098433,12.113563,2.455381,10.0,0.20152,6.028999799999999,8.7,61.54424291164454,50,80.85000000000001,Q5 (Best)
BOSCHLTD,36940.0,-7.3837282186285575,33.774160732451676,-4.7938144329896915,-147.4799984324868,0.9572593695058735,1.2321180241821044,40.815426,7.887291,10.0,0.00856,14.512,10.9,33.774160732451676,50,48.510000000000005,Q1 (Worst)
FIRSTCRY,350.25,-10.180795220992024,31.517078132947304,-5.286638301327836,-1.1191366128734002,0.2627812482414772,2.4688288784577614,20.0,3.5431042,10.0,0.29732,-2.3020001,12.7,31.517078132947304,50,59.325,Q2
BRIGADE,1051.199951171875,10.275368599200105,79.13146041109263,17.60362251873322,8.532911955491397,0.950640319986056,1.6842688287769607,31.758308,3.962934,13.221,0.7555700000000001,14.232999,28.999999999999996,79.13146041109263,50,76.54500000000002,Q4
BRITANNIA,5811.5,-4.737316613392345,46.05160281469898,-3.318915321909832,-20.591602136793107,0.6823573557922825,1.4353407577393638,63.827564,32.137207,10.0,0.28451,12.016,8.799999999999999,46.05160281469898,50,50.61000000000001,Q1 (Worst)
MAPMYINDIA,1802.0999755859375,9.224798407159643,51.43410951688096,6.911485624547605,-5.086000746501952,0.499120566988229,1.7072392075095717,63.154762,12.413371,10.0,0.0377,32.580003000000005,19.8,51.43410951688096,50,58.275000000000006,Q2
CCL,872.4000244140625,-0.8016359878461304,71.05907514864109,3.18155226659521,5.210122435379549,0.41044872139975586,1.7499136542774711,37.442062,5.9215217,10.0,0.92251,9.1680005,36.6,71.05907514864109,50,69.51,Q3
CESC,179.94000244140625,12.717169041802343,69.14011099486905,11.755397453361443,0.6943671529260156,0.7854186909838826,1.7887890635955532,16.478022,1.8742775,11.6730005,1.41107,8.0970004,12.1,69.14011099486905,50,86.83500000000001,Q5 (Best)
CGPOWER,745.9500122070312,-4.92001480932066,49.517976775585055,0.07378424670713951,-0.8220766724765081,1.213203089869829,1.5089971189909008,107.79624,15.750633,18.687998999999998,0.015189999999999999,9.652001,21.099999999999998,49.517976775585055,50,61.425000000000004,Q2
CRISIL,4842.0,-3.3127922261909943,70.2243984898069,5.845261061571905,22.535889653086834,0.7388983800289166,1.6138274969507311,47.225204,12.572411,10.0,0.1058,21.526999999999997,12.2,70.2243984898069,50,67.72500000000001,Q3
CAMPUS,277.04998779296875,-2.206141994106757,28.42376364419195,0.30773915581885775,-0.8948895099328253,0.38952159170776773,1.28645050794095,71.77461,11.155627,10.0,0.30702999999999997,7.388999999999999,1.2,28.42376364419195,50,47.25,Q1 (Worst)
CANFINHOME,864.0,11.491062183399084,72.67463385539773,7.522868909881178,3.1711876951078963,1.1867373786630517,1.517611545562404,12.490965,2.106161,18.129998,6.5872,64.20400000000001,22.400000000000002,72.67463385539773,50,83.47500000000001,Q5 (Best)
CANBK,139.69000244140625,21.038036572966785,70.82614258980693,10.200378737198,0.7007308078774499,2.477810090301445,1.4771584644931783,5.914056,1.0992461,17.573999,0.5,29.181,12.5,70.82614258980693,50,90.51,Q5 (Best)
CAPLIPOINT,2000.300048828125,-13.835879869561706,48.64092102764261,-1.0438297878250837,6.166953666226533,0.31765712960211545,2.185956186738313,27.034737,5.479193,10.0,0.0017399999999999998,28.416999999999998,11.200000000000001,48.64092102764261,50,65.10000000000001,Q3
CGCL,204.58999633789062,10.344637450487737,71.87418068825954,7.792409403755189,0.9959662719665605,1.816928422903202,1.462883985072998,24.95,2.9532592,13.415,2.5155000000000003,33.283,59.0,71.87418068825954,50,78.96000000000001,Q5 (Best)
CARBORUNIV,907.5499877929688,-8.082239303810372,43.288908777717744,-1.2029161862235425,0.9766562409937984,0.3789952315565633,2.4225838400273743,83.954666,4.582845,5.513,0.0795,4.0149998,6.0,43.288908777717744,50,59.85,Q2
CASTROLIND,196.13999938964844,-3.6167079166346747,40.65986623212591,-3.3126299913656885,-0.3773269207962662,0.8582848897833895,1.1303652608521546,20.28335,10.652835,48.391998,0.040220000000000006,17.196,7.1,40.65986623212591,50,71.61,Q4
CEATLTD,4038.0,17.363247264647267,65.92705034422096,16.362170964712877,0.4670785156459658,1.0239733828398985,2.4870030574708997,33.046894,3.5716622,11.236,0.67986,3.53,14.2,65.92705034422096,50,73.39500000000001,Q4
CENTRALBK,39.9900016784668,6.704980062933015,62.49474570407566,6.422458972873953,0.11411259166034626,2.0774281591142123,1.4811195895021205,7.7500005,0.9399239,12.716,0.5,27.567000000000004,0.3,62.49474570407566,50,85.47000000000001,Q5 (Best)
CDSL,1595.9000244140625,0.47849747228459083,43.204170014360365,4.656042944669864,-2.527923070027871,0.8781952462677914,1.4402188445005806,67.47992,18.947607,10.0,0.00165,41.02,2.9000000000000004,43.204170014360365,50,55.650000000000006,Q1 (Worst)
CENTURYPLY,756.5499877929688,-6.071143295419472,55.30024535192289,-7.313937176971669,0.8463596301712517,0.6783926886705132,1.4832545698953747,82.86418,7.1123037,10.0,0.6667000000000001,4.321,16.3,55.30024535192289,50,53.23500000000001,Q1 (Worst)
CERA,6250.0,-1.5360378101614809,66.52777777777777,2.074146660133921,34.2979521877356,0.9042850766255022,1.0910312474360573,32.803234,5.9552846,10.0,0.04923,12.629999999999999,5.4,66.52777777777777,50,76.02000000000001,Q4
CHALET,956.5,-9.405194566749843,56.594782503292805,-1.2135295636457526,2.5833107485588425,0.3630546295746819,1.8049922326572008,73.52037,6.859335,10.0,0.8549899999999999,12.636,147.8,56.594782503292805,50,60.06,Q2
CHAMBLFERT,487.79998779296875,-10.920378096982594,42.90199365034576,-5.638847804570381,1.1630793517587605,0.6755714364796147,1.8243659791237068,11.172698,2.2417483,10.0,0.01134,10.052,15.5,42.90199365034576,50,74.025,Q4
CHENNPETRO,955.2000122070312,28.24059119497474,67.47477020844164,18.26173056466322,19.026491157510815,6.342772184278454,2.985455203561528,12.161956,1.6114502,14.144000000000002,0.21902000000000002,1.908,35.099999999999994,67.47477020844164,50,89.25,Q5 (Best)
CHOLAHLDNG,2006.4000244140625,2.8184892544784397,66.67325788441225,6.265560635443192,7.696759858435728,0.9765148499837503,2.236933703104554,17.085924,3.0103753,10.0,6.50265,11.694,13.200000000000001,66.67325788441225,50,71.925,Q4
CHOLAFIN,1717.0,8.218834389298744,64.33855317031875,5.073130509309085,-1.0648880568793686,0.9685778613966849,1.6505277963206424,32.537426,6.1004424,10.0,7.430890000000001,39.205003,19.8,64.33855317031875,50,62.186249999999994,Q2
CIPLA,1511.199951171875,-4.245342926937103,41.832905820453725,-0.12557163734846594,-9.604141000553216,1.6459600218794008,1.3538620638033187,22.468033,3.708184,17.676,0.014150000000000001,19.455999,7.000000000000001,41.832905820453725,50,77.7,Q4
CUB,235.52999877929688,13.513900691017437,63.716125480037554,6.777584923447684,0.7800011231829274,1.254540354102261,1.808558141992819,15.059463,1.843578,13.041,0.5,38.166,14.399999999999999,63.716125480037554,50,93.87,Q5 (Best)
