date,symbol,score,hybrid_fundamental_quality,hybrid_momentum_technical,hybrid_volume_strength,hybrid_multi_timeframe,hybrid_ml_signal,hybrid_risk_adjustment,hybrid_growth,hybrid_value,current_price,regime,return_7d,return_30d,data_source
2026-03-13,BEL,59.92857142857143,60.0,50.0,,,,,,,439.4,BEAR,0.7282658170232239,0.07965407373691916,reports_pairwise
2026-03-13,IDFCFIRSTB,60.11428571428571,60.0,50.0,,,,,,,62.57,BEAR,4.299184912897562,4.331149112993449,reports_pairwise
2026-03-13,BIOCON,59.9,60.0,60.0,,,,,,,383.55,BEAR,-0.24768609047060058,-9.868335288749842,reports_pairwise
2026-03-13,NTPCGREEN,59.72857142857143,60.0,60.0,,,,,,,98.15,BEAR,-0.30565461029038343,-2.0376974019358127,reports_pairwise
2026-03-13,SOLARINDS,59.65714285714285,60.0,55.0,,,,,,,14251.0,BEAR,-3.8734123921128343,-2.266507613500807,reports_pairwise
2026-03-13,TATASTEEL,59.06349206349206,60.0,50.0,,,,,,,183.51,BEAR,6.484660236499376,11.819519372241293,reports_pairwise
2026-03-13,CGPOWER,59.2,60.0,60.0,,,,,,,709.9,BEAR,-0.38737850401464996,1.5072545428933717,reports_pairwise
2026-03-13,SUPREMEIND,58.52857142857143,60.0,60.0,,,,,,,3886.5,BEAR,3.1982503537887603,-2.948668467773058,reports_pairwise
2026-03-13,MANKIND,57.6,60.0,55.0,,,,,,,2138.9,BEAR,-1.6737575389218842,-3.959979428678305,reports_pairwise
2026-03-13,MPHASIS,57.8,90.0,50.0,,,,,,,2114.8,BEAR,0.4255721581236996,12.790807641384527,reports_pairwise
2026-03-13,PIDILITIND,57.1,60.0,45.0,,,,,,,1340.0,BEAR,3.3134328358209024,0.5522388059701561,reports_pairwise
2026-03-13,HINDPETRO,57.6,70.0,50.0,,,,,,,368.75,BEAR,-5.261016949152536,-2.9152542372881354,reports_pairwise
2026-03-13,ULTRACEMCO,56.7,60.0,50.0,,,,,,,10616.0,BEAR,5.943858327053504,7.837226827430293,reports_pairwise
2026-03-13,GRASIM,56.8,60.0,50.0,,,,,,,2568.6,BEAR,6.014949778089232,6.692361597757538,reports_pairwise
2026-03-13,HAVELLS,56.58412698412699,60.0,45.0,,,,,,,1310.2,BEAR,2.5721263929171156,-4.060448786444821,reports_pairwise
2026-03-13,JSWSTEEL,56.6,60.0,45.0,,,,,,,1119.3,BEAR,5.449834718127401,8.076476369159305,reports_pairwise
2026-03-13,ASIANPAINT,56.375,60.0,50.0,,,,,,,2196.8,BEAR,2.972505462490883,3.313911143481415,reports_pairwise
2026-03-13,POLICYBZR,56.78571428571428,60.0,45.0,,,,,,,1446.0,BEAR,6.4107883817427425,3.271092669432915,reports_pairwise
2026-03-13,LT,56.0,60.0,50.0,,,,,,,3439.0,BEAR,4.911311427740625,13.294562372782782,reports_pairwise
2026-03-13,DIVISLAB,55.8,60.0,55.0,,,,,,,6071.0,BEAR,1.136550815351672,-1.9519024872343929,reports_pairwise
2026-03-13,BHEL,56.0,60.0,50.0,,,,,,,258.5,BEAR,0.6382978723404167,7.234042553191484,reports_pairwise
2026-03-13,HINDZINC,56.2,70.0,45.0,,,,,,,551.95,BEAR,-2.5998731769182033,1.186701693994013,reports_pairwise
2026-03-13,GMRAIRPORT,55.3,60.0,45.0,,,,,,,89.26,BEAR,3.092090522070346,5.904100380909697,reports_pairwise
2026-03-13,AMBUJACEM,54.9,60.0,50.0,,,,,,,425.35,BEAR,3.738098036910774,2.045374397554952,reports_pairwise
2026-03-13,MARICO,54.68571428571428,60.0,55.0,,,,,,,752.4,BEAR,0.4784688995215341,-0.6711855396065862,reports_pairwise
2026-03-13,SUZLON,55.2,75.0,45.0,,,,,,,41.41,BEAR,1.5696691620381689,6.80994928761169,reports_pairwise
2026-03-13,MAXHEALTH,54.7,60.0,50.0,,,,,,,990.0,BEAR,-1.030303030303035,-3.5404040404040362,reports_pairwise
2026-03-13,TITAN,54.16349206349206,60.0,55.0,,,,,,,4073.2,BEAR,1.7750171855052583,9.000294608661504,reports_pairwise
2026-03-13,SHREECEM,54.0,60.0,50.0,,,,,,,22965.0,BEAR,4.1802743305029395,4.463313738297409,reports_pairwise
2026-03-13,ASHOKLEY,54.21904761904762,60.0,50.0,,,,,,,170.65,BEAR,4.6703779665983,-0.1582185760328217,reports_pairwise
2026-03-13,DMART,53.88571428571429,60.0,55.0,,,,,,,3834.3,BEAR,0.2529796833841853,15.160524737240177,reports_pairwise
2026-03-13,TIINDIA,54.22857142857143,60.0,55.0,,,,,,,2458.2,BEAR,4.129037507119031,11.597917175168838,reports_pairwise
2026-03-13,NHPC,53.8,60.0,50.0,,,,,,,74.98,BEAR,3.1741797812750003,2.840757535342752,reports_pairwise
2026-03-13,BRITANNIA,53.48571428571429,60.0,55.0,,,,,,,5808.5,BEAR,1.3170353791856761,-5.741585607299647,reports_pairwise
2026-03-13,PIIND,53.6,60.0,45.0,,,,,,,2896.3,BEAR,1.0806891551289481,-0.5386182370610905,reports_pairwise
2026-03-13,JSWENERGY,53.82857142857143,60.0,60.0,,,,,,,512.95,BEAR,-0.7505604834779263,-4.639828443318075,reports_pairwise
2026-03-13,PERSISTENT,53.7,85.0,45.0,,,,,,,4638.8,BEAR,1.2891264982323054,17.94214020867466,reports_pairwise
2026-03-13,NESTLEIND,52.98809523809524,60.0,50.0,,,,,,,1202.2,BEAR,0.21627017135251284,2.204292131092996,reports_pairwise
2026-03-13,BHARATFORG,53.15714285714285,60.0,55.0,,,,,,,1675.1,BEAR,7.718942152707313,3.8385768013850035,reports_pairwise
2026-03-13,ITC,52.43333333333334,70.0,50.0,,,,,,,301.45,BEAR,0.8624979266876838,0.51418145629458,reports_pairwise
2026-03-13,VBL,52.7,80.0,50.0,,,,,,,401.3,BEAR,3.4388238225766288,5.382506852728623,reports_pairwise
2026-03-13,SRF,52.43333333333334,60.0,45.0,,,,,,,2499.7,BEAR,2.7883346001520293,-3.996479577549292,reports_pairwise
2026-03-13,TATACONSUM,52.1,60.0,45.0,,,,,,,1083.6,BEAR,-0.7844222960502032,-0.5167958656330666,reports_pairwise
2026-03-13,GAIL,51.9,75.0,50.0,,,,,,,147.78,BEAR,2.145080525104877,3.0044660982541602,reports_pairwise
2026-03-13,IGL,52.0,75.0,45.0,,,,,,,156.51,BEAR,0.5239281835026653,-0.9009009009008988,reports_pairwise
2026-03-13,IRB,51.8,60.0,40.0,,,,,,,41.56,BEAR,0.5052935514918211,-49.73532242540905,reports_pairwise
2026-03-13,ADANIPOWER,52.4,60.0,50.0,,,,,,,146.57,BEAR,5.1170089377089445,17.575220031384337,reports_pairwise
2026-03-13,UPL,51.09999999999999,60.0,50.0,,,,,,,609.4,BEAR,3.626517886445688,5.349524122087303,reports_pairwise
2026-03-13,HAL,50.7,60.0,45.0,,,,,,,3914.4,BEAR,1.2058042100960509,3.0272838749233597,reports_pairwise
2026-03-13,ESCORTS,50.6,60.0,45.0,,,,,,,3120.6,BEAR,-0.9549445619432073,0.2114977888867496,reports_pairwise
2026-03-13,UNITDSPR,49.7,60.0,45.0,,,,,,,1314.4,BEAR,0.4488740109555587,-4.9223980523432775,reports_pairwise
2026-03-13,VOLTAS,49.87142857142857,60.0,45.0,,,,,,,1414.2,BEAR,0.5939753924480174,-9.2136897185688,reports_pairwise
2026-03-13,HINDUNILVR,49.3,60.0,50.0,,,,,,,2160.0,BEAR,-1.14351851851851,-1.2407407407407491,reports_pairwise
2026-03-13,ADANIENSOL,50.1,60.0,55.0,,,,,,,992.3,BEAR,4.474453290335593,8.71208303940341,reports_pairwise
2026-03-13,PREMIERENE,49.7,60.0,55.0,,,,,,,781.85,BEAR,11.223380443819146,22.331649293342714,reports_pairwise
2026-03-13,INDIGO,49.31666666666666,60.0,50.0,,,,,,,4158.2,BEAR,4.867490741186104,6.995815497090101,reports_pairwise
2026-03-13,BAJAJ-AUTO,49.0,60.0,45.0,,,,,,,8875.0,BEAR,4.461971830985916,7.233802816901408,reports_pairwise
2026-03-13,ATGL,49.45873015873016,60.0,60.0,,,,,,,565.9,BEAR,-8.879660717441244,-2.8273546562996996,reports_pairwise
2026-03-13,DABUR,48.4,60.0,50.0,,,,,,,453.5,BEAR,-0.3638368246967976,-5.314222712238153,reports_pairwise
2026-03-13,SJVN,49.0,60.0,45.0,,,,,,,69.89,BEAR,0.7869509228788054,1.1303476892259354,reports_pairwise
2026-03-13,BDL,48.88571428571429,60.0,55.0,,,,,,,1312.0,BEAR,0.6250000000000036,1.0289634146341464,reports_pairwise
2026-03-13,GODREJCP,47.9,60.0,50.0,,,,,,,1027.9,BEAR,2.519700359957181,3.448779064111277,reports_pairwise
2026-03-13,WAAREEENER,48.78571428571429,70.0,45.0,,,,,,,2726.6,BEAR,16.80481185359056,18.54690823736523,reports_pairwise
2026-03-13,COLPAL,47.78571428571428,60.0,50.0,,,,,,,1957.2,BEAR,-0.7970570202329929,-2.5802166360106273,reports_pairwise
2026-03-13,CONCOR,47.9,60.0,50.0,,,,,,,453.4,BEAR,1.2020291133656915,6.363034847816502,reports_pairwise
2026-03-13,PATANJALI,47.71666666666666,60.0,50.0,,,,,,,481.6,BEAR,1.7753322259136117,-4.547342192691037,reports_pairwise
2026-03-13,MAZDOCK,48.4989417989418,60.0,55.0,,,,,,,2328.0,BEAR,5.536941580756018,4.617697594501719,reports_pairwise
2026-03-13,LODHA,48.0,80.0,50.0,,,,,,,866.35,BEAR,-1.4082068448086853,-8.864777514861206,reports_pairwise
2026-03-13,M&M,47.0,70.0,50.0,,,,,,,2931.1,BEAR,9.67213674047286,8.041349663948697,reports_pairwise
2026-03-13,OBEROIRLTY,47.0,70.0,45.0,,,,,,,1452.1,BEAR,1.425521658288,13.869568211555686,reports_pairwise
2026-03-13,HEROMOTOCO,46.4,70.0,45.0,,,,,,,5206.0,BEAR,4.225893200153669,1.498271225509028,reports_pairwise
2026-03-13,PRESTIGE,46.6,70.0,50.0,,,,,,,1257.0,BEAR,5.1233094669848915,4.964200477326976,reports_pairwise
2026-03-13,EXIDEIND,45.8,60.0,50.0,,,,,,,296.6,BEAR,4.09642616318273,4.939312204989877,reports_pairwise
2026-03-13,MOTHERSON,46.2047619047619,60.0,45.0,,,,,,,113.82,BEAR,3.4791776489193538,2.706027060270614,reports_pairwise
2026-03-13,TECHM,45.64126984126984,60.0,50.0,,,,,,,1332.8,BEAR,3.9315726290516273,9.663865546218485,reports_pairwise
2026-03-13,TATACOMM,45.7,60.0,50.0,,,,,,,1398.1,BEAR,7.0524282955439626,5.214219297618203,reports_pairwise
2026-03-13,SONACOMS,45.5,60.0,45.0,,,,,,,486.05,BEAR,5.297808867400473,7.612385557041444,reports_pairwise
2026-03-13,MRF,44.78571428571428,60.0,45.0,,,,,,,100000.0,BEAR,33.89,34.02,reports_pairwise
2026-03-13,ADANIGREEN,45.23809523809524,60.0,50.0,,,,,,,861.35,BEAR,3.4770999013176906,21.268938294537637,reports_pairwise
2026-03-13,EICHERMOT,44.1,60.0,50.0,,,,,,,6741.0,BEAR,4.250111259457054,6.030262572318647,reports_pairwise
2026-03-13,TVSMOTOR,44.0,60.0,45.0,,,,,,,3324.5,BEAR,7.468792299593929,12.110091743119265,reports_pairwise
2026-03-13,MARUTI,43.9,60.0,50.0,,,,,,,12591.0,BEAR,3.6295766817568103,7.92629656103566,reports_pairwise
2026-03-13,COCHINSHIP,44.5,60.0,45.0,,,,,,,1385.5,BEAR,1.9054492962829368,2.771562612775178,reports_pairwise
2026-03-13,TATATECH,43.6,60.0,50.0,,,,,,,540.35,BEAR,1.5267881928379754,3.432960118441742,reports_pairwise
2026-03-13,PAGEIND,43.4,60.0,50.0,,,,,,,30285.0,BEAR,4.73831929998349,18.70562984976061,reports_pairwise
2026-03-13,RVNL,43.7,60.0,50.0,,,,,,,271.25,BEAR,1.419354838709686,0.582488479262667,reports_pairwise
2026-03-13,IRCTC,42.9,60.0,50.0,,,,,,,527.6,BEAR,2.3976497346474557,0.7486732373009727,reports_pairwise
2026-03-13,NYKAA,42.9,60.0,50.0,,,,,,,238.15,BEAR,2.3094688221709005,7.0459794247323115,reports_pairwise
2026-03-13,PHOENIXLTD,42.6,60.0,50.0,,,,,,,1565.5,BEAR,3.947620568508461,9.223890130948584,reports_pairwise
2026-03-13,NAUKRI,42.4,60.0,50.0,,,,,,,952.4,BEAR,4.462410751784964,5.249895002099958,reports_pairwise
2026-03-13,APOLLOTYRE,41.4,60.0,50.0,,,,,,,400.3,BEAR,4.858855858106417,10.004996252810393,reports_pairwise
2026-03-13,BOSCHLTD,41.3,60.0,50.0,,,,,,,30185.0,BEAR,2.7165810833195296,21.815471260559878,reports_pairwise
2026-03-13,TATAELXSI,41.5,60.0,50.0,,,,,,,4255.0,BEAR,-1.1186839012926055,4.62984723854289,reports_pairwise
2026-03-13,HYUNDAI,41.3,60.0,50.0,,,,,,,2018.0,BEAR,-1.3676907829534146,-12.373637264618436,reports_pairwise
2026-03-13,INDHOTEL,40.9,60.0,50.0,,,,,,,609.85,BEAR,4.443715667787164,3.156513896859883,reports_pairwise
2026-03-13,ABFRL,41.3,70.0,50.0,,,,,,,59.28,BEAR,-0.08434547908232838,-1.4338731443994626,reports_pairwise
2026-03-13,DLF,40.7,60.0,50.0,,,,,,,542.75,BEAR,3.7494242284661485,3.721787194841095,reports_pairwise
2026-03-13,KPITTECH,40.7,60.0,50.0,,,,,,,660.15,BEAR,4.2566083465879,8.467772475952431,reports_pairwise
2026-03-13,JUBLFOOD,39.9,60.0,50.0,,,,,,,458.15,BEAR,4.321728691476593,-6.613554512714168,reports_pairwise
2026-03-13,VMM,39.5,60.0,45.0,,,,,,,102.79,BEAR,4.971300710185815,9.028115575445069,reports_pairwise
2026-03-13,COFORGE,39.5,60.0,50.0,,,,,,,1089.7,BEAR,3.8818023309167615,16.077819583371575,reports_pairwise
2026-03-13,PAYTM,39.1,60.0,50.0,,,,,,,976.2,BEAR,10.26429010448679,12.471829543126407,reports_pairwise
